balanced_mean_diff_mean,balanced_mean_diff_std,balanced_mean_diff_ci_2p5,balanced_mean_diff_ci_97p5,balanced_median_diff_mean,balanced_median_diff_std,balanced_median_diff_ci_2p5,balanced_median_diff_ci_97p5
0.04086485043684642,0.007761146093692198,0.027647789733718054,0.05665323607154797,0.09406643243365437,0.008361888485697076,0.083064012207151,0.1107725262670957
