idr_mean,ordered_mean,idr_median,ordered_median,mean_diff_idr_minus_ordered,median_diff_idr_minus_ordered
0.030556499179015033,-0.009784076242151787,0.2743586152483153,0.18133801046050532,0.04034057542116682,0.09302060478780996
